id,drugbank_id,name,type,groups,categories,SMILES,PubChem_CID
140,DB00150,Tryptophan,small molecule,approved|nutraceutical|withdrawn,"Amino Acids|Amino Acids, Aromatic|Amino Acids, Cyclic|Amino Acids, Essential|Amino Acids, Peptides, and Proteins|Antidepressive Agents|Antidepressive Agents, Second-Generation|Central Nervous System Agents|Central Nervous System Depressants|Dietary Supplements|Miscellaneous Antidepressants|Nervous System|Psychoanaleptics|Psychotropic Drugs|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Supplements|Tryptophan",N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,6305
141,DB00151,Cysteine,small molecule,approved|nutraceutical,"Amino Acids|Amino Acids, Neutral|Amino Acids, Peptides, and Proteins|Amino Acids, Sulfur|Caloric Agents|Cysteine|Dietary Supplements|Nutritional Support|Sulfhydryl Compounds|Sulfur Compounds|Supplements",N[C@@H](CS)C(O)=O,5862
142,DB00152,Thiamine,small molecule,approved|investigational|nutraceutical|vet_approved,"Alimentary Tract and Metabolism|Diet, Food, and Nutrition|Food|Food and Beverages|Growth Substances|Micronutrients|OCT1 substrates|OCT2 Inhibitors|Physiological Phenomena|Pyrimidines|Sulfur Compounds|Thiazoles|Vitamin B Complex|Vitamins",CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,1130
143,DB00153,Ergocalciferol,small molecule,approved|nutraceutical,"Alimentary Tract and Metabolism|Bone Density Conservation Agents|Calcium-Regulating Hormones and Agents|Diet, Food, and Nutrition|Food|Food and Beverages|Fused-Ring Compounds|Growth Substances|Lipids|Micronutrients|Physiological Phenomena|Secosteroids|Vitamin D and Analogues|Vitamins|Vitamins (Fat Soluble)",CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,5280793
144,DB00154,Dihomo-gamma-linolenic acid,small molecule,investigational|nutraceutical,"Autacoids|Biological Factors|Dietary Supplements|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Inflammation Mediators|Lipids|Supplements",CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,5280581
145,DB00155,Citrulline,small molecule,approved|investigational|nutraceutical,"Amino Acids|Amino Acids, Diamino|Amino Acids, Peptides, and Proteins|Dietary Supplements|OAT1/SLC22A6 Substrates|OAT3/SLC22A8 Substrates|Proteins|Supplements",N[C@@H](CCCNC(N)=O)C(O)=O,9750
146,DB00156,Threonine,small molecule,approved|nutraceutical,"Amino Acids|Amino Acids, Essential|Amino Acids, Neutral|Amino Acids, Peptides, and Proteins|Dietary Supplements|Supplements|Threonine, antagonists & inhibitors",C[C@@H](O)[C@H](N)C(O)=O,6288
147,DB00157,NADH,small molecule,approved|nutraceutical,"Adenine Nucleotides|Carbohydrates|Coenzymes|Dietary Supplements|Enzymes and Coenzymes|Glycosides|Heterocyclic Compounds, Fused-Ring|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Purine Nucleotides|Purines|Ribonucleotides|Supplements",NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,439153
148,DB00158,Folic acid,small molecule,approved|nutraceutical|vet_approved,"Antianemic Preparations|Autacoids|BCRP/ABCG2 Substrates|Biological Factors|Diet, Food, and Nutrition|Dietary Supplements|Drugs that are Mainly Renally Excreted|Folic Acid and Derivatives|Food|Food and Beverages|Growth Substances|Hematinics|Hematologic Agents|Heterocyclic Compounds, Fused-Ring|Micronutrients|OAT1/SLC22A6 inhibitors|Pteridines|Pterins|Supplements|Vitamin B Complex|VITAMIN B12 AND FOLIC ACID|Vitamins",NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,6037
149,DB00159,Icosapent,small molecule,approved|nutraceutical,"Agents causing hyperkalemia|Agents that produce hypertension|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)|Autacoids|Biological Factors|Diet, Food, and Nutrition|Dietary Fats|Dietary Fats, Unsaturated|Dietary Supplements|Eicosanoids|Fats|Fatty Acids|Fatty Acids, Omega-3|Fatty Acids, Unsaturated|Fish Oils|Food|Food and Beverages|Hypolipidemic Agents|Inflammation Mediators|Lipids|Nephrotoxic agents|Non COX-2 selective NSAIDS|Oils|Physiological Phenomena|Supplements",CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,446284
150,DB00160,Alanine,small molecule,nutraceutical,"Alanine|Amino Acids|Amino Acids, Peptides, and Proteins|Dietary Supplements|Supplements",C[C@H](N)C(O)=O,5950
151,DB00161,Valine,small molecule,approved|nutraceutical,"Amino Acids|Amino Acids, Branched-Chain|Amino Acids, Essential|Amino Acids, Peptides, and Proteins|Dietary Supplements|Valine",CC(C)[C@H](N)C(O)=O,6287
152,DB00162,Vitamin A,small molecule,approved|nutraceutical|vet_approved,"Adjuvants, Immunologic|Alimentary Tract and Metabolism|Alkenes|Anti-Acne Preparations|Anti-Acne Preparations for Topical Use|Anticarcinogenic Agents|Antioxidants|Biological Factors|Carotenoids|Compounds used in a research, industrial, or household setting|Cyclohexanes|Cyclohexenes|Cycloparaffins|Dermatologicals|Diagnostic Agents|Diet, Food, and Nutrition|Food|Food and Beverages|Growth Substances|Immunologic Factors|Micronutrients|Nasal Preparations|Ophthalmologicals|Physiological Phenomena|Pigments, Biological|Polyenes|Protective Agents|Retinoids|Retinoids for Topical Use in Acne|Sensory Organs|Terpenes|Tests for Fat Absorption|Vitamin A|Vitamins|Vitamins (Fat Soluble)",C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,445354
153,DB00163,Vitamin E,small molecule,approved|nutraceutical|vet_approved,"Antioxidants|Basic Ointments and Protectants|Benzopyrans|Compounds used in a research, industrial, or household setting|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Inducers (strength unknown)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Substrates|Diet, Food, and Nutrition|Dietary Supplements|Food|Food and Beverages|Growth Substances|Heterocyclic Compounds, Fused-Ring|Micronutrients|Physiological Phenomena|Protective Agents|Pyrans|Supplements|Vitamin E|Vitamin E, analogs & derivatives|Vitamins|Vitamins (Fat Soluble)",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,14985
154,DB00165,Pyridoxine,small molecule,approved|investigational|nutraceutical|vet_approved,"Alimentary Tract and Metabolism|Analogs/Derivatives|Antiinfectives for Systemic Use|Antimycobacterials|Diet, Food, and Nutrition|Drugs for Treatment of Tuberculosis|Drugs that are Mainly Renally Excreted|Food|Food and Beverages|Micronutrients|Picolines|Pyridines|Vitamin B Complex|Vitamins",CC1=C(O)C(CO)=C(CO)C=N1,1054
155,DB00166,Lipoic acid,small molecule,approved|investigational|nutraceutical,"Alimentary Tract and Metabolism|Antioxidants|Coenzymes|Compounds used in a research, industrial, or household setting|Diet, Food, and Nutrition|Dietary Supplements|Enzymes and Coenzymes|Fatty Acids|Food|Food and Beverages|Growth Substances|Hypoglycemia-Associated Agents|Lipids|Micronutrients|Physiological Phenomena|Protective Agents|Sulfur Compounds|Supplements|Thiophenes|Various Alimentary Tract and Metabolism Products|Vitamin B Complex|Vitamins",OC(=O)CCCC[C@@H]1CCSS1,6112
156,DB00167,Isoleucine,small molecule,investigational|nutraceutical,"Amino Acids|Amino Acids, Branched-Chain|Amino Acids, Essential|Amino Acids, Peptides, and Proteins|Dietary Supplements|Supplements",CC[C@H](C)[C@H](N)C(O)=O,6306
157,DB00168,Aspartame,small molecule,investigational|nutraceutical,"Amino Acids, Peptides, and Proteins|Compounds used in a research, industrial, or household setting|Diet, Food, and Nutrition|Dietary Supplements|Dipeptides|Flavoring Agents|Food|Food Additives|Food and Beverages|Food Ingredients|OAT1/SLC22A6 inhibitors|OAT3/SLC22A8 Inhibitors|Oligopeptides|Peptides|Pharmaceutic Aids|Pharmaceutical Preparations|Physiological Phenomena|Supplements|Sweetening Agents",COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,134601
158,DB00169,Cholecalciferol,small molecule,approved|nutraceutical,"Alimentary Tract and Metabolism|Bone Density Conservation Agents|Calcium-Regulating Hormones and Agents|Cholecalciferol, antagonists & inhibitors|Cholestanes|Cholestenes|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (moderate)|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Diet, Food, and Nutrition|Drugs Affecting Bone Structure and Mineralization|Drugs for Treatment of Bone Diseases|Food|Food and Beverages|Fused-Ring Compounds|Growth Substances|Lipids|Membrane Lipids|Micronutrients|Musculo-Skeletal System|Physiological Phenomena|Secosteroids|Steroids|Sterols|Vitamin D and Analogues|Vitamins|Vitamins (Fat Soluble)",CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,5280795
159,DB00170,Menadione,small molecule,approved|nutraceutical,"Antifibrinolytic Agents|Blood and Blood Forming Organs|Coagulants|Cytochrome P-450 CYP1A2 Inducers|Cytochrome P-450 CYP1A2 Inducers (strength unknown)|Cytochrome P-450 CYP2A6 Inhibitors|Cytochrome P-450 CYP2A6 Inhibitors (strength unknown)|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Enzyme Inhibitors|Diet, Food, and Nutrition|Dietary Supplements|Diterpenes|Fibrin Modulating Agents|Food|Food and Beverages|Growth Substances|Hematologic Agents|Hemostatics|Micronutrients|Naphthalenes|Naphthoquinones|Physiological Phenomena|Phytol|Quinones|Supplements|Terpenes|Vitamin K|Vitamins|Vitamins (Fat Soluble)",CC1=CC(=O)C2=CC=CC=C2C1=O,4055
160,DB00171,ATP,small molecule,investigational|nutraceutical,"Adenine Nucleotides|Adenosine Triphosphate|Carbohydrates|Dietary Supplements|Glycosides|Heterocyclic Compounds, Fused-Ring|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Purine Nucleotides|Purines|Ribonucleotides|Supplements",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,5957
161,DB00172,Proline,small molecule,nutraceutical,"Acids, Acyclic|Amino Acids|Amino Acids, Cyclic|Amino Acids, Peptides, and Proteins|Dietary Supplements|Imines|Imino Acids|Supplements",OC(=O)[C@@H]1CCCN1,145742
162,DB00173,Adenine,small molecule,approved|nutraceutical,"Dietary Supplements|Heterocyclic Compounds, Fused-Ring|Purines|Supplements|UGT1A1 Inhibitors",NC1=C2NC=NC2=NC=N1,190
163,DB00174,Asparagine,small molecule,approved|investigational|nutraceutical,"Amino Acids|Amino Acids, Basic|Amino Acids, Diamino|Amino Acids, Neutral|Amino Acids, Peptides, and Proteins|Dietary Supplements|Supplements",N[C@@H](CC(N)=O)C(O)=O,6267
164,DB00175,Pravastatin,small molecule,approved,"Agents Causing Muscle Toxicity|Anticholesteremic Agents|BCRP/ABCG2 Inhibitors|BCRP/ABCG2 Substrates|BSEP/ABCB11 Substrates|Drugs causing inadvertant photosensitivity|Enzyme Inhibitors|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Hypolipidemic Agents|Hypolipidemic Agents Indicated for Hyperlipidemia|Lipid Modifying Agents|Lipid Modifying Agents, Plain|Lipid Regulating Agents|Noxae|OAT1/SLC22A6 inhibitors|OAT3/SLC22A8 Inhibitors|OAT3/SLC22A8 Substrates|OATP1B1/SLCO1B1 Substrates|OATP1B3 substrates|P-glycoprotein substrates|Photosensitizing Agents|Toxic Actions",[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,54687
165,DB00176,Fluvoxamine,small molecule,approved|investigational,"Amines|Anti-Anxiety Agents|Antidepressive Agents|Antidepressive Agents, Second-Generation|BSEP/ABCB11 Substrates|Central Nervous System Agents|Central Nervous System Depressants|Chemically-Induced Disorders|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (strong)|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2B6 Inhibitors|Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Inhibitors (strong)|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (moderate)|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (moderate)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (moderate)|Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A7 Inhibitors|Cytochrome P-450 CYP3A7 Inhibitors (moderate)|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|Enzyme Inhibitors|Hydroxylamines|Hypoglycemia-Associated Agents|Membrane Transport Modulators|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Oximes|P-glycoprotein inhibitors|Psychoanaleptics|Psychotropic Drugs|Selective Serotonin Reuptake Inhibitors|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin Agents|Serotonin Modulators|Tranquilizing Agents",COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,3404
166,DB00177,Valsartan,small molecule,approved|investigational,"Agents Acting on the Renin-Angiotensin System|Agents causing angioedema|Agents causing hyperkalemia|Angiotensin 2 Receptor Blocker|Angiotensin II Antagonists and Calcium Channel Blockers|Angiotensin II Antagonists and Diuretics|Angiotensin II receptor blockers (ARBs) and calcium channel blockers|Angiotensin II receptor blockers (ARBs) and diuretics|Angiotensin II receptor blockers (ARBs), plain|Angiotensin II Type 1 Receptor Blockers|Angiotensin II Type 2 Receptor Blockers|Angiotensin Receptor Antagonists|Antihypertensive Agents|Antihypertensive Agents Indicated for Hypertension|Cardiovascular Agents|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Hypotensive Agents|OATP1B1/SLCO1B1 Inhibitors|OATP1B1/SLCO1B1 Substrates|OATP1B3 substrates",CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,60846
167,DB00178,Ramipril,small molecule,approved,"ACE Inhibitors and Calcium Channel Blockers|ACE Inhibitors and Diuretics|Agents Acting on the Renin-Angiotensin System|Agents causing angioedema|Agents causing hyperkalemia|Angiotensin-Converting Enzyme Inhibitors|Antihypertensive Agents|Antihypertensive Agents Indicated for Hypertension|Cardiovascular Agents|Cholinesterase Inhibitors|Drugs causing inadvertant photosensitivity|Enzyme Inhibitors|Heterocyclic Compounds, Fused-Ring|Hypotensive Agents|Lipid Modifying Agents|Photosensitizing Agents|Protease Inhibitors",[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,5362129
168,DB00179,Masoprocol,small molecule,approved|investigational,"Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Antioxidants|Benzene Derivatives|Benzyl Compounds|Catechols|Central Nervous System Agents|Compounds used in a research, industrial, or household setting|Cyclooxygenase Inhibitors|Enzyme Inhibitors|Lignans|Lipoxygenase Inhibitors|Peripheral Nervous System Agents|Phenols|Protective Agents|Sensory System Agents",C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,71398
169,DB00180,Flunisolide,small molecule,approved|investigational,"Adrenal Cortex Hormones|Adrenals|Agents to Treat Airway Disease|Anti-Asthmatic Agents|Anti-Inflammatory Agents|Corticosteroid Hormone Receptor Agonists|Corticosteroids|Corticosteroids for Systemic Use|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Inducers (strength unknown)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Substrates|Drugs for Obstructive Airway Diseases|Fused-Ring Compounds|Immunosuppressive Agents|Nasal Preparations|Pregnadienes|Pregnanes|Respiratory System Agents|Steroids|Steroids, Fluorinated",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,82153
170,DB00181,Baclofen,small molecule,approved,"Agents Causing Muscle Toxicity|Amino Acids|Amino Acids, Peptides, and Proteins|Aminobutyrates|Butyrates|Central Nervous System Agents|Central Nervous System Depressants|Drugs that are Mainly Renally Excreted|GABA Agents|GABA Agonists|GABA-B Receptor Agonists|Gaba-derivative Skeletal Muscle Relaxants|gamma-Aminobutyric Acid-ergic Agonist|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Muscle Relaxants, Peripherally Acting Agents|Musculo-Skeletal System|Neurotransmitter Agents",NCC(CC(O)=O)C1=CC=C(Cl)C=C1,2284
171,DB00182,Amphetamine,small molecule,approved|illicit|investigational,"Adrenergic Agents|Adrenergic Uptake Inhibitors|Agents producing tachycardia|Agents that produce hypertension|Agents that reduce seizure threshold|Amines|Amphetamines|Antidepressive Agents|Autonomic Agents|Benzene Derivatives|Biogenic Amines|Biogenic Monoamines|Catechols|Central Nervous System Agents|Central Nervous System Depressants|Central Nervous System Stimulants|Central Nervous System Stimulation|Centrally Acting Sympathomimetics|Cytochrome P-450 CYP2A6 Inhibitors|Cytochrome P-450 CYP2A6 Inhibitors (weak)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Dopamine Agents|Dopamine Uptake Inhibitors|Drugs that are Mainly Renally Excreted|Membrane Transport Modulators|Monoamine Oxidase Inhibitors|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Peripheral Nervous System Agents|Phenethylamines|Phenols|Photosensitizing Agents|Psychoanaleptics|Psychostimulants, Agents Used for Adhd and Nootropics|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Sympathomimetics",CC(N)CC1=CC=CC=C1,3007
172,DB00183,Pentagastrin,small molecule,approved,"Amino Acids, Peptides, and Proteins|Diagnostic Agents|Gastrins|Gastrointestinal Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Nerve Tissue Proteins|Neuropeptides|Oligopeptides|Pentagastrin, antagonists & inhibitors|Peptide Hormones|Peptides|Proteins|Tests for Gastric Secretion",CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,9853654
173,DB00184,Nicotine,small molecule,approved,"Agents producing tachycardia|Alkaloids|Autonomic Agents|Cholinergic Agents|Cholinergic Agonists|Cholinergic Nicotinic Agonist|Cytochrome P-450 CYP1A2 Inducers|Cytochrome P-450 CYP1A2 Inducers (strength unknown)|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2A6 Inhibitors|Cytochrome P-450 CYP2A6 Inhibitors (strength unknown)|Cytochrome P-450 CYP2A6 Substrates|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Inducers|Cytochrome P-450 CYP2E1 Inducers (strength unknown)|Cytochrome P-450 CYP2E1 Inhibitors|Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)|Cytochrome P-450 CYP2E1 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Drugs Used in Addictive Disorders|Drugs Used in Nicotine Dependence|Ganglion Blockers|Ganglionic Stimulants|Miscellaneous Autonomic Drugs|Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates|Nervous System|Neurotransmitter Agents|Nicotine, antagonists & inhibitors|Nicotine, metabolism|Nicotinic Agonists|OCT1 inhibitors|OCT2 Inhibitors|Peripheral Nervous System Agents|Pyridines|Smoking Cessation Agents|Solanaceous Alkaloids",CN1CCC[C@H]1C1=CN=CC=C1,89594
174,DB00185,Cevimeline,small molecule,approved,Autonomic Agents|Cholinergic Agents|Cholinergic Agonists|Cholinergic Receptor Agonist|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|Muscarinic Agonists|Nervous System|Neurotransmitter Agents|Parasympathomimetics|Peripheral Nervous System Agents|Sulfur Compounds,CC1O[C@@]2(CS1)CN1CCC2CC1,25137844
175,DB00186,Lorazepam,small molecule,approved,"Anti-Anxiety Agents|Anticonvulsants|Antiemetics|Autonomic Agents|Benzazepines|Benzodiazepine hypnotics and sedatives|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A4 Substrates (strength unknown)|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|GABA Agents|GABA Modulators|Gastrointestinal Agents|Heterocyclic Compounds, Fused-Ring|Hypnotics and Sedatives|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Nervous System|Neurotransmitter Agents|Peripheral Nervous System Agents|Psycholeptics|Psychotropic Drugs|Tranquilizing Agents",OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,3958
176,DB00187,Esmolol,small molecule,approved,"Adrenergic Agents|Adrenergic Antagonists|Adrenergic beta-1 Receptor Antagonists|Adrenergic beta-Antagonists|Agents causing hyperkalemia|Alcohols|Amines|Amino Alcohols|Antiarrhythmic agents|Antihypertensive Agents|Antihypertensive Agents Indicated for Hypertension|Beta Blocking Agents, Selective|Beta-Blockers (Beta1 Selective)|Bradycardia-Causing Agents|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 Substrates|Hypotensive Agents|Neurotransmitter Agents|Potential QTc-Prolonging Agents|Propanols|QTc Prolonging Agents",COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,59768
177,DB00188,Bortezomib,small molecule,approved|investigational,"Acids|Acids, Noncarboxylic|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Boron Compounds|Boronic Acids|Cardiotoxic antineoplastic agents|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (moderate)|Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Inhibitors (weak)|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|Hepatotoxic Agents|Hypotensive Agents|Immunosuppressive Agents|Myelosuppressive Agents|Narrow Therapeutic Index Drugs|OATP1B3 inhibitors|P-glycoprotein substrates|P-glycoprotein substrates with narrow therapeutic index|Potential QTc-Prolonging Agents|Proteasome Inhibitors|Pyrazines|QTc Prolonging Agents",CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,387447
